ID,Name,Age,Gender,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level,School_Grade
1531,Paul Huynh,16,Other,6.2,10.0,74.0,0,1.8,4,2,4,1,0.5,134,18,0.8,1.6,0.6,Social Media,10,7.4,9.9,
1532,Susan Maddox,13,Other,2.6,6.7,82.0,1,1.9,4,2,2,0,2.4,98,14,1.5,0.0,0.4,Social Media,3,7.2,5.5,
1533,Steven Cook,17,Female,4.9,5.4,89.0,5,0.2,5,9,9,1,0.6,67,9,3.9,0.9,1.4,Browsing,8,7.3,10.0,
1534,Eric Davis,18,Female,5.6,6.3,95.0,2,0.6,4,1,2,1,1.1,52,17,0.7,0.5,0.4,Education,4,7.9,8.1,
1535,Victoria Wu,18,Female,6.2,7.3,98.0,8,1.5,5,9,5,0,0.9,36,7,2.8,3.0,1.7,Gaming,5,9.3,10.0,
1536,Denise Maldonado MD,16,Female,0.9,5.5,63.0,3,0.9,4,9,6,1,0.8,134,10,1.5,1.8,0.4,Browsing,5,6.5,6.1,
1537,Tommy Marshall,17,Male,0.0,7.1,85.0,3,0.0,8,4,10,0,0.7,99,15,1.9,1.7,0.8,Browsing,4,5.3,5.0,
1538,Angela Stewart,14,Male,2.4,5.2,86.0,4,0.8,4,6,3,0,0.8,96,13,2.1,3.7,0.5,Education,5,11.2,10.0,
1539,Melissa Ortega,13,Male,3.1,7.7,80.0,8,0.6,3,4,5,1,1.7,127,5,5.0,0.9,1.3,Browsing,5,5.3,8.7,
1540,Jasmine Adams,17,Other,3.3,4.7,68.0,5,1.3,3,7,9,1,1.8,90,5,2.7,2.0,0.4,Social Media,6,8.5,8.5,
1541,Deborah Meza,15,Male,6.0,6.5,85.0,3,1.1,5,4,2,0,2.0,61,6,3.8,1.7,1.6,Other,7,2.3,10.0,
1542,Ashley Daniels DDS,18,Male,5.2,8.6,87.0,0,1.1,6,10,1,1,0.2,80,12,1.2,1.4,1.7,Social Media,10,4.6,7.5,
1543,Rachel Clark,18,Male,5.8,6.4,69.0,3,0.8,8,7,7,1,0.0,22,8,5.0,1.5,1.2,Education,5,9.1,10.0,
1544,Dana Koch,18,Male,3.8,4.2,95.0,2,0.0,2,8,2,0,1.1,24,5,3.5,1.5,0.3,Education,5,8.8,8.2,
1545,Joseph Montgomery,13,Female,7.4,4.3,77.0,0,0.0,1,1,1,0,1.0,133,20,1.8,0.1,0.1,Gaming,10,9.3,10.0,
1546,Melanie Foster,19,Male,5.6,7.0,55.0,3,0.4,7,1,8,1,1.1,24,8,1.3,0.9,0.8,Other,7,3.5,6.4,
1547,Kimberly Sanders,17,Other,3.8,4.7,84.0,1,3.3,8,5,7,1,0.7,56,11,2.5,1.0,0.4,Other,4,7.2,8.3,
1548,Samantha Adams,13,Female,2.4,3.9,84.0,1,0.0,10,5,6,1,0.8,106,5,2.5,2.6,1.8,Browsing,7,8.8,8.7,
1549,Stacy Jones,19,Female,9.1,6.4,71.0,3,0.0,4,4,3,0,0.1,22,14,2.8,1.8,1.7,Gaming,6,4.4,10.0,
1550,Thomas Mckinney,13,Other,10.3,7.1,98.0,1,0.0,1,10,1,1,0.2,70,16,1.6,2.9,1.1,Gaming,3,7.4,10.0,
1551,Melissa Williams,13,Male,7.5,4.5,90.0,1,1.8,8,7,3,1,1.4,66,19,1.1,0.0,0.6,Education,8,7.3,10.0,
1552,Christina Hardy,18,Other,5.0,7.6,61.0,4,1.3,4,10,5,0,1.5,89,9,2.0,4.0,0.4,Social Media,5,6.9,10.0,
1553,Stephen Beltran,18,Female,5.3,5.4,86.0,8,0.1,1,8,9,0,0.7,60,5,2.6,1.9,1.1,Social Media,1,7.7,9.3,
1554,Jessica Weber,13,Female,3.5,7.9,66.0,10,0.0,4,4,7,0,1.2,50,15,3.0,1.5,0.6,Browsing,8,2.4,8.0,
1555,Dawn Williams,18,Female,3.9,6.1,84.0,6,1.8,9,2,9,0,1.1,87,20,2.5,2.5,0.7,Other,9,2.4,10.0,
1556,Billy Vasquez,15,Male,9.3,6.1,93.0,6,1.4,7,10,8,0,1.3,66,17,3.6,2.5,1.7,Social Media,9,4.9,10.0,
1557,Tyrone Hensley,15,Other,2.1,8.9,53.0,1,1.7,5,3,3,0,0.5,22,8,2.3,0.6,0.0,Other,6,3.5,2.6,
1558,Samantha Moore,13,Male,0.3,4.5,54.0,3,3.4,6,1,5,1,1.1,47,18,2.5,2.4,1.3,Browsing,9,3.3,7.5,
1559,Alvin Fox,14,Other,2.5,7.0,72.0,5,1.1,7,2,3,1,1.8,85,16,2.6,3.2,0.8,Education,6,5.0,9.7,
1560,Ruth Saunders,14,Female,4.2,5.0,82.0,2,1.0,7,1,8,1,0.6,72,9,3.3,1.7,1.4,Other,1,3.2,9.9,
1561,Erica Lucero,18,Male,4.3,5.1,81.0,7,0.0,9,2,10,0,1.2,80,11,3.1,1.4,0.0,Gaming,2,6.3,10.0,
1562,David Martinez,19,Female,7.7,4.3,53.0,5,0.6,10,10,5,1,0.4,85,9,2.9,2.1,1.4,Social Media,4,5.1,10.0,
1563,Zachary Ramos,17,Male,1.7,5.8,94.0,7,1.8,4,2,9,1,1.4,97,14,2.6,0.6,1.1,Browsing,7,8.1,6.7,
1564,Robert Adkins,19,Male,5.5,6.2,50.0,9,1.7,7,8,3,0,1.1,49,12,1.0,1.6,0.0,Social Media,2,11.2,8.4,
1565,Michael Duarte,13,Other,5.5,9.0,73.0,9,0.0,10,7,5,1,1.1,148,13,1.9,2.1,1.5,Education,8,7.1,10.0,
1566,Robert Brown,15,Male,6.6,8.5,89.0,3,1.5,5,7,2,1,0.2,128,9,1.7,4.0,1.1,Other,9,7.3,10.0,
1567,Alexa Mcdonald,16,Female,5.3,3.0,79.0,4,2.1,1,3,7,1,0.9,74,14,3.8,2.1,1.1,Other,3,3.4,10.0,
1568,Raymond Lewis,19,Male,2.5,4.4,51.0,7,1.1,9,10,6,0,1.3,78,11,2.5,1.9,1.9,Browsing,9,4.3,8.5,
1569,Dakota Bradford,14,Female,5.4,7.1,100.0,7,1.9,2,4,9,1,1.3,139,20,3.4,1.9,0.9,Other,5,8.9,10.0,
1570,Allison Lopez,19,Male,4.4,3.6,92.0,7,1.5,9,9,1,0,1.1,41,13,2.7,3.0,0.7,Social Media,4,10.4,10.0,
1571,Robert Hanson,19,Female,2.8,3.0,58.0,9,0.0,10,7,6,1,0.5,35,12,1.8,2.1,0.3,Gaming,9,6.6,8.3,
1572,Shawn Mills,14,Other,3.6,6.2,72.0,7,2.1,4,10,1,1,0.2,64,8,2.4,0.0,0.4,Other,4,5.8,5.8,
1573,Heather Bartlett,17,Female,7.0,5.9,52.0,5,1.6,1,4,2,0,0.5,66,18,2.7,2.0,0.6,Social Media,3,4.1,10.0,
1574,Alex Moore,19,Female,4.4,6.4,53.0,7,0.4,2,5,2,1,0.8,92,8,3.6,2.4,1.8,Gaming,4,6.3,10.0,
1575,Karen Roth,19,Female,3.3,5.1,97.0,7,1.0,8,7,4,1,0.3,123,17,1.4,2.2,0.5,Education,1,7.4,10.0,
1576,Miranda Horne DDS,18,Female,1.7,6.9,59.0,7,1.0,6,8,10,1,1.9,149,6,2.2,3.2,1.7,Browsing,7,8.3,7.8,
1577,Cassie Johnson,16,Female,4.4,6.9,84.0,0,1.3,2,9,7,0,1.1,148,10,3.0,1.5,0.5,Other,10,5.6,10.0,
1578,Luis Williamson,13,Other,6.6,7.3,66.0,8,0.0,8,5,1,1,1.8,71,18,2.2,1.3,0.0,Other,7,5.9,10.0,
1579,Amanda Gonzalez,19,Female,4.9,9.0,96.0,3,0.0,1,5,10,1,1.4,114,19,2.1,2.7,1.1,Other,8,6.0,10.0,
1580,Ebony Reeves,19,Male,7.2,7.4,99.0,9,3.0,2,10,9,0,1.0,30,7,0.0,1.2,1.3,Other,4,5.7,6.7,
1581,Carrie Burnett,13,Other,0.9,7.9,67.0,1,0.9,2,2,4,0,1.4,62,11,3.1,0.0,1.8,Other,9,4.2,3.5,
1582,Laura Smith,14,Female,7.1,5.8,78.0,8,2.2,5,10,7,0,1.3,64,6,2.5,3.2,0.0,Browsing,3,7.8,10.0,
1583,William Potter,18,Male,6.4,4.2,81.0,0,2.5,5,8,1,0,0.5,56,15,2.8,3.2,1.0,Browsing,9,6.1,10.0,
1584,Katherine Harris,13,Female,4.2,5.2,77.0,1,0.2,1,7,1,0,1.7,119,11,1.1,0.5,2.1,Other,8,5.8,7.8,
1585,Trevor Cook,18,Female,1.4,7.4,55.0,5,1.3,9,2,3,1,0.9,73,19,1.9,0.5,0.4,Social Media,9,7.2,5.4,
1586,Dr. Christine Lopez DDS,14,Other,5.4,4.1,64.0,5,1.6,8,2,2,0,1.3,20,16,3.4,3.2,1.0,Education,2,7.8,10.0,
1587,Sandra Miller,14,Male,4.8,6.3,80.0,2,1.3,6,5,2,0,0.8,103,19,2.5,2.2,1.4,Social Media,8,11.5,10.0,
1588,Miguel Navarro,15,Female,6.9,8.9,81.0,0,2.1,2,5,5,0,1.3,131,7,3.6,0.6,2.0,Browsing,3,4.5,10.0,
1589,Natasha Weaver DDS,17,Other,8.3,6.5,54.0,3,0.6,3,5,6,0,0.5,96,12,1.6,3.3,1.0,Gaming,8,7.7,10.0,
1590,Rebecca Elliott,14,Female,8.8,5.1,81.0,8,0.8,10,9,7,1,0.1,133,5,1.6,2.1,1.5,Social Media,1,9.3,10.0,
1591,Brianna Mcknight,19,Female,6.3,5.6,88.0,2,0.0,6,5,8,0,0.0,68,10,1.9,1.0,0.8,Education,5,3.1,9.8,
1592,Cassandra Lin,17,Female,5.1,6.4,55.0,4,2.1,8,3,10,1,0.7,75,17,2.5,2.8,0.0,Gaming,9,8.2,10.0,
1593,Manuel Williams,19,Female,5.3,5.9,53.0,5,0.4,6,9,6,0,0.4,35,17,1.0,2.0,0.2,Other,5,5.8,9.4,
1594,Amanda Bolton,16,Male,5.4,4.9,72.0,3,1.7,6,4,6,0,1.4,45,13,2.6,1.2,0.5,Gaming,10,4.1,10.0,
1595,Nicholas Richmond,15,Other,8.5,5.7,62.0,7,0.5,10,4,6,0,1.7,33,5,4.4,0.4,1.5,Other,6,3.7,10.0,
1596,Stacey Green,16,Female,5.4,7.1,87.0,0,0.1,3,10,5,0,0.6,63,10,2.8,0.9,1.2,Gaming,2,5.2,8.8,
1597,Rachel Allen,13,Female,3.3,7.4,62.0,4,0.7,9,5,1,1,0.6,46,8,2.6,2.4,0.1,Browsing,6,1.9,7.1,
1598,Kevin Jones,13,Female,3.0,6.2,72.0,7,1.4,6,3,8,0,0.0,69,15,3.3,1.2,1.8,Browsing,7,3.6,8.8,
1599,Alisha Merritt,19,Female,6.9,7.3,89.0,1,0.8,2,1,1,1,1.7,142,5,1.7,0.7,0.7,Browsing,8,3.9,9.5,
1600,Amber Davis,13,Other,4.7,6.0,93.0,4,0.0,10,3,9,1,1.1,38,19,3.0,0.2,1.6,Social Media,2,5.8,9.5,
1601,Erin Gonzalez,19,Male,4.9,6.1,71.0,8,1.8,2,5,8,0,1.0,64,11,1.0,0.0,1.2,Gaming,8,5.0,6.3,
1602,Mrs. Cynthia Schultz,15,Male,1.8,6.6,56.0,10,0.7,2,7,7,1,0.7,100,18,4.9,1.4,0.3,Education,7,2.4,10.0,
1603,Allen Dunlap,18,Male,8.2,5.4,94.0,5,2.1,9,7,10,0,0.4,143,17,2.2,1.6,0.0,Social Media,8,9.4,10.0,
1604,Robert King,13,Other,5.5,7.0,73.0,1,1.1,2,1,5,1,0.2,147,16,1.8,1.2,0.8,Social Media,5,5.7,10.0,
1605,Haley Goodman,19,Male,5.7,8.9,66.0,7,2.5,6,1,5,0,1.4,34,17,3.3,3.1,0.4,Browsing,7,4.4,10.0,
1606,Vanessa Taylor,15,Female,5.4,8.0,70.0,4,1.1,10,5,6,1,0.7,135,18,2.3,1.7,1.1,Other,2,6.4,10.0,
1607,James Francis,14,Other,6.6,8.0,82.0,4,2.7,5,2,2,1,0.9,25,7,2.5,2.9,0.5,Gaming,9,8.7,9.9,
1608,Melinda Flores,16,Male,7.0,7.4,58.0,0,0.3,4,9,6,0,1.0,56,9,1.7,0.8,1.5,Other,3,9.5,8.7,
1609,Maureen Chapman,14,Other,3.7,8.3,93.0,7,0.8,9,5,1,0,1.5,28,9,4.1,0.2,2.6,Gaming,5,3.7,6.2,
1610,Christina Tate,13,Other,4.3,6.7,88.0,5,0.9,5,3,4,1,1.3,96,11,1.9,0.0,1.1,Social Media,5,5.6,7.0,
1611,Aaron Jackson,13,Other,6.9,7.6,53.0,8,2.1,4,7,8,1,0.1,85,13,1.5,2.6,0.8,Gaming,10,5.5,10.0,
1612,Brian Farmer,13,Other,5.1,4.8,89.0,9,0.1,8,6,2,1,0.9,133,6,4.5,2.4,1.3,Browsing,1,7.9,10.0,
1613,Linda Sampson,13,Other,5.0,7.0,65.0,10,0.9,8,7,9,0,1.9,22,15,1.2,1.3,1.4,Education,7,5.8,7.4,
1614,Frank Meadows,16,Other,7.2,4.9,58.0,1,0.0,3,3,1,1,0.0,120,6,3.0,3.9,0.0,Other,9,8.8,10.0,
1615,Shane Pitts,16,Female,5.8,4.7,75.0,2,2.4,4,10,10,1,1.2,36,16,4.1,1.5,2.0,Education,10,7.2,10.0,
1616,Jennifer Brown,17,Female,2.7,6.2,93.0,5,0.6,10,9,8,1,1.3,118,15,3.1,1.2,1.7,Social Media,5,7.1,9.3,
1617,Rachel Anderson,16,Male,3.8,6.9,98.0,9,1.6,7,6,5,0,1.4,68,19,2.6,0.6,1.3,Gaming,7,6.6,8.7,
1618,John Brown,16,Male,5.3,6.2,50.0,1,1.9,8,6,4,1,1.8,132,6,1.6,2.1,0.9,Education,3,5.0,9.7,
1619,Katherine Rivera,13,Male,4.4,5.8,95.0,5,0.0,3,1,5,0,0.9,68,6,0.7,2.9,1.6,Education,1,4.2,7.7,
1620,Joseph Edwards,17,Other,4.2,7.7,91.0,1,0.0,7,3,2,0,1.5,75,7,2.8,1.1,1.8,Browsing,3,8.5,7.1,
1621,Kenneth Holloway,18,Female,4.0,7.0,75.0,0,0.2,4,8,10,1,1.4,118,17,1.0,0.1,1.6,Other,3,5.4,7.4,
1622,Joseph Reed,17,Male,4.6,4.0,52.0,5,1.5,1,2,7,1,0.7,40,16,1.7,0.9,0.4,Social Media,6,6.8,9.2,
1623,Stephanie Hammond,15,Other,3.2,6.5,91.0,2,0.0,9,2,2,1,0.1,123,15,3.9,1.2,0.7,Other,9,6.0,10.0,
1624,Christopher Yang,15,Other,7.6,7.3,84.0,9,0.1,4,5,8,1,1.2,134,8,1.9,0.9,0.2,Education,9,6.9,10.0,
1625,Tina Hernandez,19,Other,6.2,4.5,100.0,9,1.8,3,6,3,1,2.1,135,10,2.2,0.6,0.0,Browsing,3,8.4,10.0,
1626,Melissa Bailey,17,Male,5.7,5.5,64.0,5,0.0,5,8,1,0,1.1,93,8,2.1,2.3,0.7,Other,9,9.0,10.0,
1627,Joanna Wilson,18,Other,4.4,7.8,81.0,9,0.4,1,6,6,1,0.0,144,6,2.0,1.1,0.0,Gaming,3,9.1,7.7,
1628,Nathaniel Brennan,13,Male,5.1,7.0,75.0,10,0.2,8,5,9,1,0.9,68,9,2.0,1.0,0.5,Social Media,5,7.0,7.8,
1629,Kristina Mueller,15,Other,2.3,9.6,67.0,5,0.7,9,9,3,0,1.7,138,13,1.8,1.0,1.6,Education,9,7.3,5.7,
1630,Jeffrey Austin,16,Male,4.3,7.0,60.0,10,2.4,7,2,5,1,0.8,144,15,2.9,0.7,1.4,Social Media,3,3.1,10.0,
1631,Spencer Ingram,17,Male,4.4,5.4,59.0,10,0.3,10,4,10,0,0.7,40,6,0.8,1.4,0.8,Gaming,9,2.6,5.9,
1632,Samantha Mora,19,Female,4.5,8.2,64.0,8,0.7,8,7,3,0,0.1,106,7,3.5,1.5,0.4,Social Media,3,6.9,8.9,
1633,Kenneth Bell,16,Female,6.9,6.7,50.0,0,3.0,2,1,1,1,1.0,68,10,2.4,3.0,1.4,Gaming,4,9.5,10.0,
1634,Meredith Garcia,18,Other,2.8,8.0,57.0,10,1.3,5,5,8,0,1.5,62,15,5.0,1.2,0.5,Gaming,10,5.6,9.2,
1635,Cynthia Crawford,16,Female,6.8,8.3,59.0,3,0.9,10,6,5,0,1.4,105,17,2.8,0.7,2.1,Gaming,7,6.0,10.0,
1636,Amanda Coleman,15,Female,4.9,5.3,64.0,10,0.7,2,9,4,0,1.4,109,8,1.1,3.5,1.2,Gaming,1,2.9,10.0,
1637,Mark Adams,15,Female,4.6,3.0,61.0,5,0.5,2,9,9,0,1.7,108,17,2.6,0.7,1.8,Gaming,4,6.0,10.0,
1638,Brett Walker,14,Female,5.2,7.7,100.0,0,0.3,10,2,4,0,1.2,118,20,3.3,1.5,1.4,Other,3,7.9,10.0,
1639,Kristine Fleming,18,Other,2.1,6.7,90.0,2,1.0,10,6,5,1,1.9,28,18,4.0,0.6,1.7,Education,10,7.3,7.5,
1640,Deborah Dean,17,Other,5.0,5.5,65.0,3,0.0,10,1,7,1,2.1,98,8,3.0,0.0,1.0,Gaming,1,12.3,8.8,
1641,Denise Ortiz,13,Female,4.9,5.5,92.0,10,0.3,9,6,6,0,1.7,139,9,3.8,1.8,1.4,Browsing,4,5.8,10.0,
1642,Colleen White,14,Female,6.6,9.3,88.0,3,0.0,6,9,2,1,1.2,102,10,1.6,2.9,1.0,Other,4,6.8,10.0,
1643,Daniel Johnson,15,Female,1.5,8.3,52.0,0,0.5,9,6,8,1,1.5,107,12,1.5,2.2,0.3,Browsing,10,4.6,5.6,
1644,Kelsey Duke,13,Female,6.3,3.9,60.0,6,0.9,1,5,10,0,0.6,30,16,2.3,0.2,1.0,Social Media,10,7.7,10.0,
1645,Jill Ray,17,Male,5.7,4.9,99.0,10,1.7,2,1,8,0,0.6,133,17,4.2,2.8,1.0,Education,7,2.1,10.0,
1646,Gary Foster,14,Male,4.6,5.3,66.0,4,0.0,2,5,6,1,0.7,144,6,3.8,1.9,0.7,Browsing,9,9.2,10.0,
1647,Barbara Evans,16,Male,5.7,4.7,51.0,4,0.6,4,1,3,1,0.8,59,17,1.4,0.8,0.1,Other,1,4.5,10.0,
1648,Emily Price,13,Other,3.3,6.3,96.0,7,1.0,4,4,8,0,1.7,141,8,1.3,2.5,0.7,Gaming,3,9.7,8.4,
1649,Carolyn Dixon,15,Female,4.3,6.4,54.0,7,1.0,5,6,9,1,1.2,81,19,1.2,0.9,1.8,Education,7,6.5,8.6,
1650,Daniel Perez,16,Male,8.0,4.8,86.0,10,1.1,1,9,10,0,1.2,96,16,3.8,2.3,1.0,Gaming,2,7.7,10.0,
1651,Sonia Smith,13,Other,5.1,5.4,68.0,0,1.2,2,4,8,0,1.3,110,12,3.2,1.5,1.8,Education,3,4.7,10.0,
1652,Bradley Garcia,13,Female,6.0,6.6,96.0,2,1.5,7,2,7,0,1.0,112,9,3.5,1.9,1.3,Browsing,9,5.7,10.0,
1653,Erin Hall,16,Other,6.8,5.6,89.0,7,2.0,7,1,5,1,1.6,25,8,2.7,2.1,1.8,Browsing,7,6.8,10.0,
1654,Angel Nielsen,13,Female,6.3,3.0,84.0,4,1.6,5,1,4,0,1.2,37,8,1.4,0.9,0.3,Other,1,1.9,9.4,
1655,Samuel Curtis,16,Other,0.4,5.3,81.0,3,1.3,5,5,4,1,0.5,22,5,1.8,2.1,1.1,Gaming,6,8.3,3.1,
1656,Linda Barry,13,Female,7.0,5.6,72.0,0,0.9,3,8,6,1,1.5,145,17,4.0,1.9,1.9,Gaming,9,5.0,10.0,
1657,Madison Hayes,18,Female,4.6,6.6,89.0,0,1.3,1,1,10,0,0.9,105,11,2.1,2.5,0.8,Gaming,1,6.9,10.0,
1658,Michael Odonnell Jr.,14,Male,2.7,7.7,70.0,5,1.1,5,5,5,0,1.2,135,20,2.8,2.3,1.1,Browsing,9,5.4,10.0,
1659,Herbert Lang,16,Male,2.7,8.5,74.0,10,1.0,7,8,2,1,1.7,58,16,0.9,1.8,1.8,Education,4,5.2,5.5,
1660,Albert Bradley,18,Male,6.8,5.7,55.0,9,0.0,9,7,1,0,1.4,144,10,1.7,0.5,0.1,Gaming,3,6.5,10.0,
1661,Brian Lee,16,Male,3.8,4.9,91.0,3,1.8,4,10,7,1,1.9,138,12,2.6,0.0,0.8,Other,7,3.4,9.1,
1662,Scott Kelly PhD,13,Male,4.4,7.6,82.0,10,1.8,8,5,10,1,0.4,146,17,3.5,0.6,0.3,Gaming,10,4.2,10.0,
1663,Christopher Brown,13,Other,4.2,7.0,53.0,1,0.7,1,6,6,1,0.4,85,18,3.1,0.5,1.1,Gaming,6,5.3,9.6,
1664,Jeremy Hayes,14,Other,5.7,5.8,97.0,1,1.5,5,5,5,0,1.9,59,19,2.3,2.3,1.0,Other,1,9.4,10.0,
1665,Charlene Singh,19,Other,3.1,5.7,90.0,4,1.2,4,6,3,1,0.6,42,8,2.7,1.0,1.3,Other,7,5.0,6.4,
1666,Brian Pierce,15,Other,10.9,5.2,54.0,1,1.9,7,9,7,0,1.2,68,16,3.2,0.9,1.9,Other,5,6.1,10.0,
1667,Carol Weaver,13,Male,8.0,5.7,65.0,6,1.7,9,2,6,1,0.5,89,6,0.8,3.2,0.8,Other,6,3.3,10.0,
1668,John Moss,16,Female,3.5,9.4,83.0,3,2.5,7,9,9,0,0.3,38,18,4.4,2.7,2.1,Social Media,1,7.7,10.0,
1669,Ernest Morris,13,Female,4.1,7.4,57.0,8,1.2,5,9,9,0,1.4,42,5,2.7,3.2,1.0,Browsing,7,6.2,8.1,
1670,Kenneth Mcintosh,16,Male,4.5,9.3,50.0,10,1.1,1,2,4,0,0.8,29,12,2.9,4.0,0.2,Education,2,5.2,9.7,
1671,Peter Acosta,18,Other,2.6,7.2,97.0,3,1.5,2,2,1,0,0.3,124,14,1.7,0.0,1.0,Browsing,2,4.9,6.0,
1672,Lauren Webb,13,Other,3.4,7.2,66.0,4,0.6,8,9,3,0,1.6,146,8,1.9,0.0,0.7,Gaming,7,8.5,6.2,
1673,Mr. Ian Pierce,16,Female,6.9,8.1,53.0,4,0.4,7,2,4,0,1.0,110,7,0.7,0.4,0.9,Other,8,7.9,7.6,
1674,Beth Hayes,16,Female,1.2,7.2,51.0,6,0.2,10,10,10,1,1.2,93,7,2.1,1.8,0.0,Other,1,3.4,4.8,
1675,Katherine Gonzales,14,Other,4.6,8.5,89.0,7,1.7,8,10,6,1,0.6,61,16,2.7,0.4,0.3,Other,4,9.3,7.9,
1676,Gregory Johnson,14,Other,4.1,4.0,86.0,10,0.5,3,5,10,0,1.1,79,6,4.0,0.7,0.5,Gaming,7,4.3,9.6,
1677,Mr. George Durham,17,Male,3.1,5.3,97.0,5,1.5,8,1,6,1,1.2,139,7,4.1,2.8,1.3,Social Media,2,3.7,10.0,
1678,Jennifer Anderson,18,Male,5.2,7.8,52.0,6,0.0,10,9,9,1,0.6,84,20,3.5,0.5,0.3,Other,6,4.3,10.0,
1679,Cody Larson,18,Other,3.5,6.8,57.0,1,0.2,7,2,8,0,1.8,83,8,1.4,0.0,1.7,Social Media,10,8.6,4.8,
1680,Jared Hoffman,17,Male,1.2,7.6,62.0,2,2.0,3,5,8,1,0.8,97,14,2.6,0.2,0.9,Browsing,9,6.2,4.9,
1681,Madison Nunez,19,Female,5.4,3.4,66.0,8,0.2,10,7,5,1,0.2,106,11,1.2,2.0,0.1,Browsing,1,4.2,10.0,
1682,Deanna Barnes,13,Male,4.8,5.8,93.0,2,0.3,3,10,6,0,1.3,64,15,0.0,1.4,1.3,Education,7,3.4,7.6,
1683,Reginald Oconnor,15,Other,3.5,8.0,74.0,7,0.0,9,6,3,0,1.2,68,19,2.3,1.8,0.0,Other,10,5.3,8.8,
1684,Jason Shaw,13,Female,4.4,3.9,85.0,5,1.1,4,8,2,0,0.6,83,17,3.4,2.0,2.1,Other,9,7.7,10.0,
1685,Karen Fitzgerald,15,Female,5.2,7.5,50.0,5,0.6,3,3,6,1,1.5,97,18,1.1,0.1,0.0,Social Media,6,6.7,8.2,
1686,Kimberly Roberts,14,Female,5.8,5.9,62.0,0,0.4,2,6,4,0,0.4,87,8,0.9,2.9,0.3,Other,7,5.9,10.0,
1687,Melanie Williams,18,Other,6.2,6.4,88.0,8,0.6,2,7,3,1,0.2,82,12,3.4,1.4,0.4,Social Media,5,7.5,10.0,
1688,Brianna Vincent,15,Male,3.6,6.6,67.0,0,0.3,4,2,8,0,1.6,24,8,0.7,1.3,1.1,Social Media,1,2.6,4.4,
1689,Cynthia Burton,15,Female,4.9,5.7,88.0,3,0.7,10,10,5,1,0.5,36,12,3.0,3.4,0.7,Social Media,2,6.0,10.0,
1690,Anthony Nunez,13,Female,6.0,7.7,55.0,2,1.6,5,2,7,0,1.0,145,20,3.7,2.6,0.3,Social Media,1,5.0,10.0,
1691,Gregory Jones,15,Male,7.3,5.0,58.0,1,0.6,9,9,8,0,0.5,36,17,1.8,3.0,1.4,Social Media,7,4.6,10.0,
1692,Deborah Stewart,15,Male,2.7,8.6,76.0,4,0.1,5,7,2,0,0.8,76,11,0.4,1.6,0.7,Education,7,5.8,4.1,
1693,Kevin Salinas,15,Female,8.3,7.1,57.0,6,0.0,4,2,9,1,1.6,36,11,4.5,1.1,3.0,Browsing,6,2.7,10.0,
1694,Tracy Sparks,16,Female,7.5,9.0,98.0,10,0.2,10,3,6,1,0.6,112,6,0.4,0.0,0.1,Gaming,1,3.8,6.8,
1695,Keith Jimenez,18,Other,5.1,8.5,85.0,10,1.4,8,2,1,1,0.5,122,15,3.2,1.0,0.2,Education,8,8.7,10.0,
1696,John Bailey,17,Other,3.4,4.8,76.0,7,0.9,7,1,9,1,0.8,94,5,3.8,3.1,1.4,Gaming,8,6.7,10.0,
1697,Diana Maxwell,15,Male,4.7,6.3,72.0,5,1.7,9,9,6,1,0.7,25,11,1.6,1.2,1.5,Social Media,2,8.4,7.0,
1698,Jesus Brown,16,Male,5.3,8.9,93.0,8,1.0,8,10,6,1,0.4,56,7,3.2,0.2,1.7,Browsing,2,6.3,6.8,
1699,Hannah Garcia,13,Female,8.3,6.1,82.0,6,1.6,7,6,3,1,0.3,106,17,2.2,0.0,0.7,Gaming,4,2.8,10.0,
1700,William Hernandez,16,Male,6.3,6.3,62.0,10,1.4,1,5,4,1,0.2,40,9,2.6,1.1,0.4,Other,3,3.5,9.4,
1701,Ashley Floyd,17,Female,7.0,7.3,65.0,7,0.0,7,4,7,1,0.0,25,8,2.3,2.3,1.5,Social Media,6,7.6,10.0,
1702,James Taylor,13,Female,5.3,5.4,73.0,4,1.9,1,8,10,1,1.2,137,18,1.0,3.8,0.6,Social Media,10,6.2,10.0,
1703,Angela Colon,14,Male,3.7,9.9,50.0,6,1.9,7,9,9,0,1.5,147,13,3.3,1.8,0.9,Social Media,7,3.8,9.4,
1704,Michael Love,18,Female,3.5,8.8,77.0,10,1.5,6,9,2,0,1.5,127,6,0.8,2.3,0.0,Gaming,7,2.9,5.9,
1705,Brendan Ward,18,Female,3.3,7.6,70.0,0,1.8,7,4,8,1,0.3,51,6,2.8,3.3,0.9,Social Media,10,5.5,7.8,
1706,Kristopher Burns,17,Male,5.7,3.9,52.0,8,2.0,4,10,6,0,1.2,71,9,1.5,2.8,0.0,Social Media,7,8.8,10.0,
1707,Martha Moon,17,Female,4.5,5.4,83.0,2,1.9,6,6,4,0,1.0,24,16,1.5,1.1,0.2,Other,2,6.7,8.1,
